item_id,option,marg_norm,A,ext_i,beta_c,o_star_0,is_o_star_0
192511,2,0.99865997135710116,0,0.0013400286428988384,7.6154382571112365,2,True
192511,3,1,1,0.0013400286428988384,7.6154382571112365,2,False
192511,4,0.26754500357821798,-545.59652262155157,0.0013400286428988384,7.6154382571112365,2,False
192511,5,0,-745.25270534272613,0.0013400286428988384,7.6154382571112365,2,False
10832,0,0,-28.646026772194531,0.033731332960203475,5.7364740227349102,4,False
10832,1,0.23058212507383058,-21.810182919066243,0.033731332960203475,5.7364740227349102,4,False
10832,2,0.58478671387526115,-11.309424196624876,0.033731332960203475,5.7364740227349102,4,False
10832,3,1,1,0.033731332960203475,5.7364740227349102,4,False
10832,4,0.96626866703979652,0,0.033731332960203475,5.7364740227349102,4,True
10832,5,0.83228011596766183,-3.9722281722520596,0.033731332960203475,5.7364740227349102,4,False
134310,0,0,-30.118959842138157,0.032134750167513659,5.6732369065284729,4,False
134310,1,0.20507222458325566,-23.737325520593885,0.032134750167513659,5.6732369065284729,4,False
134310,2,0.60028338650921953,-11.438765243455057,0.032134750167513659,5.6732369065284729,4,False
134310,3,1,1,0.032134750167513659,5.6732369065284729,4,False
134310,4,0.96786524983248634,0,0.032134750167513659,5.6732369065284729,4,True
134310,5,0.60337520061778838,-11.342551204371146,0.032134750167513659,5.6732369065284729,4,False
10295,0,0,-18.328151111512039,0.05173800609435375,5.0686431913636625,3,False
10295,1,0.1413381052257483,-15.596346855893986,0.05173800609435375,5.0686431913636625,3,False
10295,2,1,1,0.05173800609435375,5.0686431913636625,3,False
10295,3,0.94826199390564625,0,0.05173800609435375,5.0686431913636625,3,True
10295,4,0.066057957609482534,-17.051372924718102,0.05173800609435375,5.0686431913636625,3,False
10295,5,0.066057957609482534,-17.051372924718102,0.05173800609435375,5.0686431913636625,3,False
177751,0,0,-27.054626915074341,0.035644744199491707,6.3027736858930439,3,False
177751,1,0.059022689808950202,-25.39876737296008,0.035644744199491707,6.3027736858930439,3,False
177751,2,1,1,0.035644744199491707,6.3027736858930439,3,False
177751,3,0.96435525580050829,0,0.035644744199491707,6.3027736858930439,3,True
177751,4,0.54248458700088986,-11.835424219586187,0.035644744199491707,6.3027736858930439,3,False
177751,5,0.54248458700088986,-11.835424219586187,0.035644744199491707,6.3027736858930439,3,False
131738,0,0,-41.542793660922072,0.023505743604199547,6.1608368146698922,3,False
131738,1,0.25208794893644648,-30.81826806491377,0.023505743604199547,6.1608368146698922,3,False
131738,2,1,1,0.023505743604199547,6.1608368146698922,3,False
131738,3,0.97649425639580045,0,0.023505743604199547,6.1608368146698922,3,True
131738,4,0.36388304953883377,-26.062192167684383,0.023505743604199547,6.1608368146698922,3,False
131738,5,0.22916809282482836,-31.793342774208359,0.023505743604199547,6.1608368146698922,3,False
77061,0,0,-24.80784815344666,0.038747903120564864,3.9841138940537348,2,False
77061,1,0.27631226571533396,-17.676823156930517,0.038747903120564864,3.9841138940537348,2,False
77061,2,0.96125209687943514,0,0.038747903120564864,3.9841138940537348,2,True
77061,3,1,1,0.038747903120564864,3.9841138940537348,2,False
77061,4,0.4077126563298486,-14.285661828647546,0.038747903120564864,3.9841138940537348,2,False
77061,5,0.4055799333191375,-14.34070282026134,0.038747903120564864,3.9841138940537348,2,False
52261,0,0,-8.6146914704682001,0.10400749759589567,3.9872024595970288,4,False
52261,1,0.22898589755436818,-6.4130627143947123,0.10400749759589567,3.9872024595970288,4,False
52261,2,0.6236179506114844,-2.6187972798931018,0.10400749759589567,3.9872024595970288,4,False
52261,3,1,1,0.10400749759589567,3.9872024595970288,4,False
52261,4,0.89599250240410433,0,0.10400749759589567,3.9872024595970288,4,True
52261,5,0.58928062745013698,-2.9489400480112193,0.10400749759589567,3.9872024595970288,4,False
193812,0,0.085894217491962091,-8.1139332405557774,0.10029761666899095,2.7849958756705746,1,False
193812,1,0.89970238333100905,0,0.10029761666899095,2.7849958756705746,1,True
193812,2,1,1,0.10029761666899095,2.7849958756705746,1,False
193812,3,0.27319739645428404,-6.24645936447682,0.10029761666899095,2.7849958756705746,1,False
193812,4,4.0265358110989174e-16,-8.9703266459488056,0.10029761666899095,2.7849958756705746,1,False
193812,5,0,-8.9703266459488091,0.10029761666899095,2.7849958756705746,1,False
18353,0,0.61093106234696293,-5.0969864642773173,0.063813318256915941,5.7822228772565722,1,False
18353,1,0.93618668174308406,0,0.063813318256915941,5.7822228772565722,1,True
18353,2,1,1,0.063813318256915941,5.7822228772565722,1,False
18353,3,0.23665882520872475,-10.962098126883507,0.063813318256915941,5.7822228772565722,1,False
18353,4,0,-14.670709928826218,0.063813318256915941,5.7822228772565722,1,False
18353,5,0,-14.670709928826218,0.063813318256915941,5.7822228772565722,1,False
77932,0,0,-25.992235077905004,0.037047691571809427,5.3644703682512045,3,False
77932,1,0.45321633745821255,-13.758913156085807,0.037047691571809427,5.3644703682512045,3,False
77932,2,1,1,0.037047691571809427,5.3644703682512045,3,False
77932,3,0.96295230842819057,0,0.037047691571809427,5.3644703682512045,3,True
77932,4,0.48803412291639853,-12.81910330610639,0.037047691571809427,5.3644703682512045,3,False
77932,5,0.28064169360882868,-18.417088511354109,0.037047691571809427,5.3644703682512045,3,False
84774,0,8.5416013671837081e-16,-9.1223103749613834,0.098791675314916838,5.1291950175072998,3,False
84774,1,0,-9.1223103749613923,0.098791675314916838,5.1291950175072998,3,False
84774,2,1,1,0.098791675314916838,5.1291950175072998,3,False
84774,3,0.90120832468508316,0,0.098791675314916838,5.1291950175072998,3,True
84774,4,0.08070735093400723,-8.3053655192664415,0.098791675314916838,5.1291950175072998,3,False
84774,5,0.08070735093400723,-8.3053655192664415,0.098791675314916838,5.1291950175072998,3,False
43996,0,0,-5.5767945911853296,0.1520497540458795,3.0330590431112796,4,False
43996,1,0.24959536409238686,-3.9352571506375869,0.1520497540458795,3.0330590431112796,4,False
43996,2,0.61058446258161325,-1.5611060002167743,0.1520497540458795,3.0330590431112796,4,False
43996,3,1,1,0.1520497540458795,3.0330590431112796,4,False
43996,4,0.8479502459541205,0,0.1520497540458795,3.0330590431112796,4,True
43996,5,0.65421141965204144,-1.2741804649261077,0.1520497540458795,3.0330590431112796,4,False
62496,0,0,-13.438419691205826,0.069259657316173007,4.5898760699201375,3,False
62496,1,0.20035624402415697,-10.545592152231398,0.069259657316173007,4.5898760699201375,3,False
62496,2,1,1,0.069259657316173007,4.5898760699201375,3,False
62496,3,0.93074034268382699,0,0.069259657316173007,4.5898760699201375,3,True
62496,4,0.36295956458535178,-8.1978571667851892,0.069259657316173007,4.5898760699201375,3,False
62496,5,0.36295956458535178,-8.1978571667851892,0.069259657316173007,4.5898760699201375,3,False
130203,0,0,-13.586160481562432,0.06855813778163522,4.2522398319561034,3,False
130203,1,0.079376069564804891,-12.428368392494525,0.06855813778163522,4.2522398319561034,3,False
130203,2,1,1,0.06855813778163522,4.2522398319561034,3,False
130203,3,0.93144186221836478,0,0.06855813778163522,4.2522398319561034,3,True
130203,4,0.30338669514411726,-9.1609134582194809,0.06855813778163522,4.2522398319561034,3,False
130203,5,0.30338669514411726,-9.1609134582194809,0.06855813778163522,4.2522398319561034,3,False
197013,0,0.50509076883995718,-5.0855706395444908,0.081325032683720044,5.5057338923215866,1,False
197013,1,0.91867496731627996,0,0.081325032683720044,5.5057338923215866,1,True
197013,2,1,1,0.081325032683720044,5.5057338923215866,1,False
197013,3,0.22356617969271778,-8.5472918323549809,0.081325032683720044,5.5057338923215866,1,False
197013,4,0,-11.296336896525881,0.081325032683720044,5.5057338923215866,1,False
197013,5,0,-11.296336896525881,0.081325032683720044,5.5057338923215866,1,False
79510,0,0,-15.206254537646458,0.061704572001941682,5.0507788611575961,3,False
79510,1,0.33279571342415626,-9.8128824968569361,0.061704572001941682,5.0507788611575961,3,False
79510,2,1,1,0.061704572001941682,5.0507788611575961,3,False
79510,3,0.93829542799805832,0,0.061704572001941682,5.0507788611575961,3,True
79510,4,0.33545828219058688,-9.7697322297041751,0.061704572001941682,5.0507788611575961,3,False
79510,5,0.25623066746742734,-11.053715120318282,0.061704572001941682,5.0507788611575961,3,False
145626,0,0.82402949823406169,-12.155089310769862,0.013376610193126859,6.3715640364680439,1,False
145626,1,0.98662338980687314,0,0.013376610193126859,6.3715640364680439,1,True
145626,2,1,1,0.013376610193126859,6.3715640364680439,1,False
145626,3,0.6256843999882965,-26.982844278742125,0.013376610193126859,6.3715640364680439,1,False
145626,4,0.24035822613642471,-55.788809937355644,0.013376610193126859,6.3715640364680439,1,False
145626,5,0,-73.757355231433579,0.013376610193126859,6.3715640364680439,1,False
66950,0,0,-6.8158494424095055,0.12794514625293441,3.7130823937477544,4,False
66950,1,0.24646091139767015,-4.8895480654862871,0.12794514625293441,3.7130823937477544,4,False
66950,2,0.62892430561557255,-1.9002717590462472,0.12794514625293441,3.7130823937477544,4,False
66950,3,1,1,0.12794514625293441,3.7130823937477544,4,False
66950,4,0.87205485374706559,0,0.12794514625293441,3.7130823937477544,4,True
66950,5,0.80717033315738251,-0.5071276440718826,0.12794514625293441,3.7130823937477544,4,False
147831,0,0,-3.8571379401565165,0.20588256136035865,3.6897765618050471,4,False
147831,1,0,-3.8571379401565165,0.20588256136035865,3.6897765618050471,4,False
147831,2,0.31855999942797003,-2.3098480807186847,0.20588256136035865,3.6897765618050471,4,False
147831,3,1,1,0.20588256136035865,3.6897765618050471,4,False
147831,4,0.79411743863964135,0,0.20588256136035865,3.6897765618050471,4,True
147831,5,0.04632732012224549,-3.6321197559249812,0.20588256136035865,3.6897765618050471,4,False
17295,0,0,-5.8220163798401199,0.1465842273488408,3.1357412948273122,4,False
17295,1,0.22697798792097018,-4.2735688283801077,0.1465842273488408,3.1357412948273122,4,False
17295,2,0.63188176221683445,-1.5113086478746354,0.1465842273488408,3.1357412948273122,4,False
17295,3,1,1,0.1465842273488408,3.1357412948273122,4,False
17295,4,0.8534157726511592,0,0.1465842273488408,3.1357412948273122,4,True
17295,5,0.50979646019507263,-2.3441765780048227,0.1465842273488408,3.1357412948273122,4,False
81125,0,0,-19.041195362467615,0.049897223290021997,3.0744756114436314,3,False
81125,1,0.43599490935389917,-10.303336207064763,0.049897223290021997,3.0744756114436314,3,False
81125,2,1,1,0.049897223290021997,3.0744756114436314,3,False
81125,3,0.950102776709978,0,0.049897223290021997,3.0744756114436314,3,True
81125,4,0.48177926743390415,-9.3857629422382107,0.049897223290021997,3.0744756114436314,3,False
81125,5,0.48177926743390365,-9.3857629422382214,0.049897223290021997,3.0744756114436314,3,False
85265,0,0,-5.5083026658130034,0.15364989173795318,4.6155723463743925,3,False
85265,1,0.11336341625178975,-4.7704992416158101,0.15364989173795318,4.6155723463743925,3,False
85265,2,1,1,0.15364989173795318,4.6155723463743925,3,False
85265,3,0.84635010826204682,0,0.15364989173795318,4.6155723463743925,3,True
85265,4,0.32202564804799788,-3.4124622821620583,0.15364989173795318,4.6155723463743925,3,False
85265,5,0.32202564804799788,-3.4124622821620583,0.15364989173795318,4.6155723463743925,3,False
51448,0,0.50697940960147436,-4.1144895483979527,0.096396832124323706,5.1532420599833131,1,False
51448,1,0.90360316787567629,0,0.096396832124323706,5.1532420599833131,1,True
51448,2,1,1,0.096396832124323706,5.1532420599833131,1,False
51448,3,0.24608503275048138,-6.8209516914123158,0.096396832124323706,5.1532420599833131,1,False
51448,4,0,-9.3737848844482006,0.096396832124323706,5.1532420599833131,1,False
51448,5,3.5080206183174239e-16,-9.373784884448197,0.096396832124323706,5.1532420599833131,1,False
156907,0,0,-1.8160866413693122,0.35510271072972155,1.3977761080022901,4,False
156907,1,0.079688465278322518,-1.591677018827806,0.35510271072972155,1.3977761080022901,4,False
156907,2,0.52903082826326997,-0.3262899930245749,0.35510271072972155,1.3977761080022901,4,False
156907,3,1,1,0.35510271072972155,1.3977761080022901,4,False
156907,4,0.64489728927027845,0,0.35510271072972155,1.3977761080022901,4,True
156907,5,0.64489728927027845,0,0.35510271072972155,1.3977761080022901,4,False
110808,0,0.68779788975907996,-1.4299881438474722,0.12847886152506127,2.8797429604455829,1,False
110808,1,0.87152113847493873,0,0.12847886152506127,2.8797429604455829,1,True
110808,2,1,1,0.12847886152506127,2.8797429604455829,1,False
110808,3,0.64470628989738388,-1.7653865070505159,0.12847886152506127,2.8797429604455829,1,False
110808,4,0.32427506832451175,-4.2594249641889945,0.12847886152506127,2.8797429604455829,1,False
110808,5,0,-6.7833815472044678,0.12847886152506127,2.8797429604455829,1,False
81289,0,0,-27.423122627297126,0.035182622722797374,5.4857048017438501,4,False
81289,1,0.190785436681535,-22.000404764995423,0.035182622722797374,5.4857048017438501,4,False
81289,2,0.59526951605550682,-10.503704176159639,0.035182622722797374,5.4857048017438501,4,False
81289,3,1,1,0.035182622722797374,5.4857048017438501,4,False
81289,4,0.96481737727720263,0,0.035182622722797374,5.4857048017438501,4,True
81289,5,0.9648173772772024,-6.3112010345139081e-15,0.035182622722797374,5.4857048017438501,4,False
121202,0,0.49017135894558328,-3.9831526690785664,0.10231045984563203,4.0439310923684388,1,False
121202,1,0.89768954015436797,0,0.10231045984563203,4.0439310923684388,1,True
121202,2,1,1,0.10231045984563203,4.0439310923684388,1,False
121202,3,0.38909250989094479,-4.971114693754715,0.10231045984563203,4.0439310923684388,1,False
121202,4,0,-8.7741716879077565,0.10231045984563203,4.0439310923684388,1,False
121202,5,2.7319943998269386e-16,-8.7741716879077547,0.10231045984563203,4.0439310923684388,1,False
60201,0,0.096506882655904139,-3.3466562764165797,0.20785934288067132,2.0252117182826623,2,False
60201,1,0.096506882655903639,-3.3466562764165819,0.20785934288067132,2.0252117182826623,2,False
60201,2,0.79214065711932868,0,0.20785934288067132,2.0252117182826623,2,True
60201,3,1,1,0.20785934288067132,2.0252117182826623,2,False
60201,4,0,-3.8109456430548025,0.20785934288067132,2.0252117182826623,2,False
60201,5,5.0565416593432921e-16,-3.8109456430547999,0.20785934288067132,2.0252117182826623,2,False
167396,0,0.55728031911462261,-2.2447638331473057,0.13644126465005468,3.6039976028259844,1,False
167396,1,0.86355873534994532,0,0.13644126465005468,3.6039976028259844,1,True
167396,2,1,1,0.13644126465005468,3.6039976028259844,1,False
167396,3,0.54673437777566269,-2.322056735452251,0.13644126465005468,3.6039976028259844,1,False
167396,4,0.14813812414870028,-5.2434328649485904,0.13644126465005468,3.6039976028259844,1,False
167396,5,0,-6.3291610317802727,0.13644126465005468,3.6039976028259844,1,False
124468,0,0.89073668775502302,0,0.10926331224497698,4.7494239956140518,1,False
124468,1,0.89073668775502302,0,0.10926331224497698,4.7494239956140518,1,True
124468,2,1,1,0.10926331224497698,4.7494239956140518,1,False
124468,3,0.41063435610500715,-4.3939939379980402,0.10926331224497698,4.7494239956140518,1,False
124468,4,0,-8.1522028707854002,0.10926331224497698,4.7494239956140518,1,False
124468,5,2.625065890919727e-16,-8.1522028707853984,0.10926331224497698,4.7494239956140518,1,False
182797,0,0.59220019615823649,-4.7346151429002488,0.071111974156912838,4.467060747789219,1,False
182797,1,0.92888802584308716,0,0.071111974156912838,4.467060747789219,1,True
182797,2,1,1,0.071111974156912838,4.467060747789219,1,False
182797,3,0.60156250117955812,-4.6029593263894721,0.071111974156912838,4.467060747789219,1,False
182797,4,0.18228832891042362,-10.498930816985148,0.071111974156912838,4.467060747789219,1,False
182797,5,0,-13.062329331392769,0.071111974156912838,4.467060747789219,1,False
14687,0,0,-11.776454159191683,0.078268977256148675,5.3117252704687417,3,False
14687,1,0.17070664512665026,-9.595428533061634,0.078268977256148675,5.3117252704687417,3,False
14687,2,1,1,0.078268977256148675,5.3117252704687417,3,False
14687,3,0.92173102274385132,0,0.078268977256148675,5.3117252704687417,3,True
14687,4,0.017898000711764523,-11.547781173556643,0.078268977256148675,5.3117252704687417,3,False
14687,5,0.017898000711764134,-11.547781173556649,0.078268977256148675,5.3117252704687417,3,False
95055,0,0,-6.9551986435734223,0.12570396350917601,3.6262125679058954,4,False
95055,1,0.25238462859162669,-4.9474287885425321,0.12570396350917601,3.6262125679058954,4,False
95055,2,0.64161625330355876,-1.8510138955982904,0.12570396350917601,3.6262125679058954,4,False
95055,3,1,1,0.12570396350917601,3.6262125679058954,4,False
95055,4,0.87429603649082399,0,0.12570396350917601,3.6262125679058954,4,True
95055,5,0.87429603649082399,0,0.12570396350917601,3.6262125679058954,4,False
159502,0,0,-5.8011376946603033,0.14703422352191431,4.6214733966626227,3,False
159502,1,0,-5.8011376946603033,0.14703422352191431,4.6214733966626227,3,False
159502,2,1,1,0.14703422352191431,4.6214733966626227,3,False
159502,3,0.85296577647808569,0,0.14703422352191431,4.6214733966626227,3,True
159502,4,0.38286239187794419,-3.1972378493914122,0.14703422352191431,4.6214733966626227,3,False
159502,5,0.38286239187794469,-3.1972378493914086,0.14703422352191431,4.6214733966626227,3,False
144951,0,0.71776734144529108,-0.39715536465638818,0.20200520693281687,2.0867659517098218,1,False
144951,1,0.79799479306718313,0,0.20200520693281687,2.0867659517098218,1,True
144951,2,1,1,0.20200520693281687,2.0867659517098218,1,False
144951,3,0.40181537697693231,-1.9612336835555562,0.20200520693281687,2.0867659517098218,1,False
144951,4,0,-3.9503674444024663,0.20200520693281687,2.0867659517098218,1,False
144951,5,0,-3.9503674444024663,0.20200520693281687,2.0867659517098218,1,False
159615,0,0.20075293756146734,-1.8664393318808266,0.27882922675154032,3.2842998187988997,1,False
159615,1,0.72117077324845968,0,0.27882922675154032,3.2842998187988997,1,True
159615,2,1,1,0.27882922675154032,3.2842998187988997,1,False
159615,3,0.13319366345325737,-2.1087355749802303,0.27882922675154032,3.2842998187988997,1,False
159615,4,0,-2.5864246070986021,0.27882922675154032,3.2842998187988997,1,False
159615,5,3.8780372625545579e-16,-2.5864246070986008,0.27882922675154032,3.2842998187988997,1,False
4258,0,0.63073010035503596,-0.62930021816364423,0.22664325182572043,2.0379750409629196,1,False
4258,1,0.77335674817427957,0,0.22664325182572043,2.0379750409629196,1,True
4258,2,1,1,0.22664325182572043,2.0379750409629196,1,False
4258,3,0.59497628529281532,-0.78705393363589615,0.22664325182572043,2.0379750409629196,1,False
4258,4,0.21690222240068111,-2.4552000612905505,0.22664325182572043,2.0379750409629196,1,False
4258,5,0,-3.4122204916516106,0.22664325182572043,2.0379750409629196,1,False
165662,0,0,-5.6034987397372715,0.15143487405886691,3.7257282020291314,3,False
165662,1,0,-5.6034987397372715,0.15143487405886691,3.7257282020291314,3,False
165662,2,1,1,0.15143487405886691,3.7257282020291314,3,False
165662,3,0.84856512594113309,0,0.15143487405886691,3.7257282020291314,3,True
165662,4,0.24450038505210425,-3.988940755180423,0.15143487405886691,3.7257282020291314,3,False
165662,5,0.24450038505210372,-3.988940755180427,0.15143487405886691,3.7257282020291314,3,False
134648,0,0.77245871582194758,-13.862837683411399,0.015309410559735448,7.2389186590444297,1,False
134648,1,0.98469058944026455,0,0.015309410559735448,7.2389186590444297,1,True
134648,2,1,1,0.015309410559735448,7.2389186590444297,1,False
134648,3,0.19376283648563278,-51.662848146146999,0.015309410559735448,7.2389186590444297,1,False
134648,4,0,-64.319301229666706,0.015309410559735448,7.2389186590444297,1,False
134648,5,0,-64.319301229666706,0.015309410559735448,7.2389186590444297,1,False
51378,0,0,-4.2540030963752811,0.1903310640775786,2.5582625884562731,3,False
51378,1,0.25041558448263607,-2.9383188401228852,0.1903310640775786,2.5582625884562731,3,False
51378,2,1,1,0.1903310640775786,2.5582625884562731,3,False
51378,3,0.8096689359224214,0,0.1903310640775786,2.5582625884562731,3,True
51378,4,0.29150978517213494,-2.7224097824571913,0.1903310640775786,2.5582625884562731,3,False
51378,5,0.29150978517213494,-2.7224097824571913,0.1903310640775786,2.5582625884562731,3,False
37916,0,0.44989545713946033,-2.4818300701761231,0.1579929323870517,4.036254997132346,1,False
37916,1,0.8420070676129483,0,0.1579929323870517,4.036254997132346,1,True
37916,2,1,1,0.1579929323870517,4.036254997132346,1,False
37916,3,0.28848877178901738,-3.5034370681083353,0.1579929323870517,4.036254997132346,1,False
37916,4,3.1918189014783731e-16,-5.3293970489147942,0.1579929323870517,4.036254997132346,1,False
37916,5,0,-5.3293970489147968,0.1579929323870517,4.036254997132346,1,False
181295,0,0,-2.2719588190839781,0.30562731846361113,1.3851032455568202,4,False
181295,1,0.22069209754054173,-1.5498633642340611,0.30562731846361113,1.3851032455568202,4,False
181295,2,0.59838795344905216,-0.31405807756273896,0.30562731846361113,1.3851032455568202,4,False
181295,3,1,1,0.30562731846361113,1.3851032455568202,4,False
181295,4,0.69437268153638887,0,0.30562731846361113,1.3851032455568202,4,True
181295,5,0.69437268153638887,0,0.30562731846361113,1.3851032455568202,4,False
106887,0,0,-5.4090738669164571,0.15602878368464201,2.6009806331712753,3,False
106887,1,0.39555305346600322,-2.8739451289684879,0.15602878368464201,2.6009806331712753,3,False
106887,2,1,1,0.15602878368464201,2.6009806331712753,3,False
106887,3,0.84397121631535799,0,0.15602878368464201,2.6009806331712753,3,True
106887,4,0.23488678063855881,-3.903667139441731,0.15602878368464201,2.6009806331712753,3,False
106887,5,0.23488678063855853,-3.9036671394417333,0.15602878368464201,2.6009806331712753,3,False
132194,0,0.35998318195373508,-2.4940810082915985,0.18317171712031821,3.2649393111933023,3,False
132194,1,0.35998318195373563,-2.4940810082915954,0.18317171712031821,3.2649393111933023,3,False
132194,2,1,1,0.18317171712031821,3.2649393111933023,3,False
132194,3,0.81682828287968179,0,0.18317171712031821,3.2649393111933023,3,True
132194,4,0.091364410634998811,-3.9605670768929606,0.18317171712031821,3.2649393111933023,3,False
132194,5,0,-4.4593581133660489,0.18317171712031821,3.2649393111933023,3,False
155459,0,0.57009476157015349,-1.3707953574216909,0.18133376087651065,3.5174231319688261,1,False
155459,1,0.81866623912348935,0,0.18133376087651065,3.5174231319688261,1,True
155459,2,1,1,0.18133376087651065,3.5174231319688261,1,False
155459,3,0.50056584335936083,-1.7542259876292796,0.18133376087651065,3.5174231319688261,1,False
155459,4,0,-4.5146928799486261,0.18133376087651065,3.5174231319688261,1,False
155459,5,0,-4.5146928799486261,0.18133376087651065,3.5174231319688261,1,False
51586,0,0.50313044940123475,-2.9009763395020909,0.12737056248389966,4.9751917789690197,1,False
51586,1,0.87262943751610034,0,0.12737056248389966,4.9751917789690197,1,True
51586,2,1,1,0.12737056248389966,4.9751917789690197,1,False
51586,3,0.2536362452029346,-4.8597821996068351,0.12737056248389966,4.9751917789690197,1,False
51586,4,0,-6.8511076696109079,0.12737056248389966,4.9751917789690197,1,False
51586,5,0,-6.8511076696109079,0.12737056248389966,4.9751917789690197,1,False
113107,0,0.79989795864950064,-3.2691330904497633,0.046871820838318756,5.2091607241891325,1,False
113107,1,0.95312817916168124,0,0.046871820838318756,5.2091607241891325,1,True
113107,2,1,1,0.046871820838318756,5.2091607241891325,1,False
113107,3,0.54882902237923736,-8.6256336867527938,0.046871820838318756,5.2091607241891325,1,False
113107,4,0.011485588616705877,-20.089737793483831,0.046871820838318756,5.2091607241891325,1,False
113107,5,0,-20.33478030327505,0.046871820838318756,5.2091607241891325,1,False
93145,0,0,-3.5920260355439511,0.21776880014608724,0.78905842939275317,4,False
93145,1,0.28754608504187473,-2.2716069266129275,0.21776880014608724,0.78905842939275317,4,False
93145,2,0.64821672946494646,-0.61539793716576718,0.21776880014608724,0.78905842939275317,4,False
93145,3,1,1,0.21776880014608724,0.78905842939275317,4,False
93145,4,0.78223119985391276,0,0.21776880014608724,0.78905842939275317,4,True
93145,5,0.43250288971932965,-1.6059615055047951,0.21776880014608724,0.78905842939275317,4,False
130102,0,0,-5.1046955635403028,0.16380833238800674,2.6295541010331362,3,False
130102,1,0.44739457856308684,-2.3734878646342428,0.16380833238800674,2.6295541010331362,3,False
130102,2,1,1,0.16380833238800674,2.6295541010331362,3,False
130102,3,0.83619166761199326,0,0.16380833238800674,2.6295541010331362,3,True
130102,4,0.60113188928298145,-1.4349683859318854,0.16380833238800674,2.6295541010331362,3,False
130102,5,0.60113188928298122,-1.4349683859318867,0.16380833238800674,2.6295541010331362,3,False
16415,0,0.76937585650125495,-1.2022364887452348,0.10472269653026567,4.1053282865323126,1,False
16415,1,0.89527730346973433,0,0.10472269653026567,4.1053282865323126,1,True
16415,2,1,1,0.10472269653026567,4.1053282865323126,1,False
16415,3,0.65350553538760914,-2.3086854721340306,0.10472269653026567,4.1053282865323126,1,False
16415,4,0.2512511870821848,-6.1498236554806534,0.10472269653026567,4.1053282865323126,1,False
16415,5,0,-8.5490283685637554,0.10472269653026567,4.1053282865323126,1,False
197134,0,0.74408963661417438,-0.67513276345460338,0.15277019766365574,3.9859326906735078,1,False
